Year,ISO-3 code,Country,Number of commercial banks,Branches of commercial banks,Outstanding deposits with commercial banks,"Number of commercial bank branches per 1,000 km2","Number of commercial bank branches per 100,000 adults","Number of ATMs per 100,000 adults",Outstanding deposits with commercial banks (% of GDP)
2010,IRN,"Iran, Islamic Republic of",14,14733,1.89E+09,9.054127,26.11999,30.34608,37.48098
2011,IRN,"Iran, Islamic Republic of",18,16812,2.38E+09,10.33301,29.42974,36.06236,37.24542
2012,IRN,"Iran, Islamic Republic of",20,17090,2.88E+09,10.50492,29.55974,45.99986,39.19534
2013,IRN,"Iran, Islamic Republic of",21,17123,3.79E+09,10.5258,29.27731,51.52731,38.14481
2014,IRN,"Iran, Islamic Republic of",30,19053,5.47E+09,11.71627,32.21561,57.01502,47.53458
2015,IRN,"Iran, Islamic Republic of",30,18692,6.71E+09,11.49463,31.23308,67.34581,58.79845
2016,IRN,"Iran, Islamic Republic of",30,19103,8.80E+09,11.74697,31.50596,72.32884,66.92515
2017,IRN,"Iran, Islamic Republic of",29,17441,1.10E+10,10.72595,28.37727,76.95162,71.49988
2018,IRN,"Iran, Islamic Republic of",30,19178,1.33E+10,11.79302,30.75672,87.69221,86.69
2004,IRQ,Iraq,26,0,7787810,0,0,0,14.62902
2005,IRQ,Iraq,27,0,6660443,0,0,0,9.057687
2006,IRQ,Iraq,29,513,1.10E+07,1.239225,3.398803,0,11.52415
2007,IRQ,Iraq,35,515,1.46E+07,1.257517,3.388091,0,13.07919
2008,IRQ,Iraq,38,525,1.91E+07,1.28724,3.40822,0.6961727,12.16726
2009,IRQ,Iraq,38,774,2.63E+07,1.869589,4.812061,1.203015,20.12568
2010,IRQ,Iraq,44,871,3.83E+07,2.106742,5.275912,2.219919,23.60897
2011,IRQ,Iraq,45,875,4.68E+07,2.118254,5.119971,2.181553,21.53882
2012,IRQ,Iraq,50,992,4.82E+07,2.399153,5.567203,2.19055,18.96538
2013,IRQ,Iraq,54,1014,5.63E+07,2.460104,5.467123,1.090353,20.58831
2014,IRQ,Iraq,53,1034,5.88E+07,2.50387,5.341812,1.636452,21.50844
2015,IRQ,Iraq,59,990,5.11E+07,2.416338,4.969635,1.904474,24.63829
2016,IRQ,Iraq,65,838,4.96E+07,2.080032,4.147899,2.43913,24.6471
2017,IRQ,Iraq,69,843,5.37E+07,2.100763,4.074715,2.72988,23.50059
2018,IRQ,Iraq,71,967,5.60E+07,2.391,4.519956,3.945164,20.94517
2004,IRL,Ireland,80,1079,89875,16.82392,35.69051,90.28867,57.55925
2005,IRL,Ireland,78,1064,104897,16.57715,34.38118,88.63238,61.63632
2006,IRL,Ireland,77,1073,121060,16.69328,33.70483,89.5083,65.44006
2007,IRL,Ireland,81,1074,128410,16.76586,32.92336,92.35645,65.11596
2008,IRL,Ireland,82,1114,128404,17.36101,33.4691,95.25822,68.38401
2009,IRL,Ireland,82,1147,127281,17.84003,34.11719,94.27336,74.82692
2010,IRL,Ireland,78,933,115706,14.67557,27.95957,90.29474,68.98711
2011,IRL,Ireland,77,899,110214,14.16751,26.97408,88.21852,64.39984
2012,IRL,Ireland,75,809,111672,12.83205,24.40516,84.507,63.73384
2013,IRL,Ireland,65,762,113485,12.00465,22.76856,84.57679,63.07441
2014,IRL,Ireland,62,733,119323,11.54014,21.77218,98.61841,61.09952
2015,IRL,Ireland,61,742,124905,11.65626,21.82079,91.90275,47.58899
2016,IRL,Ireland,58,746,129420,11.67078,21.594,90.59275,47.36527
2017,IRL,Ireland,58,724,136109,11.35143,20.75822,89.61606,46.27824
2018,IRL,Ireland,60,722,141779,11.35143,20.53234,79.13617,44.52024
2004,ISR,Israel,26,946,611032,44.91682,19.78889,68.7725,100.7302
2005,ISR,Israel,22,958,670450.4,45.28651,19.60197,58.14585,104.9056
2006,ISR,Israel,22,968,705979,45.74861,19.4059,76.89832,102.8951
2007,ISR,Israel,23,989,757129.6,46.76525,19.45556,81.53264,103.1096
2008,ISR,Israel,22,1029,801317.5,48.56747,19.82575,87.47098,103.4135
2009,ISR,Israel,21,1049,824609.9,49.44547,19.68292,101.2475,101.0845
2010,ISR,Israel,21,1174,848802.6,55.22181,21.5533,120.933,97.12572
2011,ISR,Israel,22,1211,932356.2,56.97782,21.87753,122.5,99.56211
2012,ISR,Israel,20,1232,978485,57.85582,21.85172,122.8374,98.57309
2013,ISR,Israel,19,1233,998324.9,57.85582,21.48577,123.097,94.39063
2014,ISR,Israel,19,1218,1059251,57.16266,20.85373,123.1163,95.49814
2015,ISR,Israel,18,1195,1126298,56.0536,20.06461,101.514,96.43956
2016,ISR,Israel,16,1146,1204867,53.69686,18.86,111.0176,98.22878
2017,ISR,Israel,16,1107,1253305,51.89464,17.8663,121.2458,98.56052
2018,ISR,Israel,16,1095,1287311,51.34011,17.31214,128.0725,96.98027
2004,ITA,Italy,348,27479,642876,94.60461,56.17271,74.21935,44.3864
2005,ITA,Italy,353,27896,685227,96.0393,56.72385,75.37812,45.99686
2006,ITA,Italy,362,28585,732627,98.41232,57.9572,79.93918,47.31286
2007,ITA,Italy,374,29306,756895,100.9043,59.12251,87.32921,47.02523
2008,ITA,Italy,374,31249,746536,107.51,62.56469,99.16414,45.7394
2009,ITA,Italy,374,29926,822918,103.0122,59.65565,106.8919,52.31924
2010,ITA,Italy,350,29416,837503,101.1967,58.39653,99.93485,52.19666
2011,ITA,Italy,329,29270,830227,100.629,57.95705,101.5281,50.70203
2012,ITA,Italy,325,28588,891590,98.29673,56.42957,99.24602,55.26618
2013,ITA,Italy,315,27314,897632,93.93146,53.2591,92.37887,55.9412
2014,ITA,Italy,321,26291,928027,90.47392,50.78583,92.40761,57.22108
2015,ITA,Italy,278,25828,980931,88.75365,49.82606,96.26434,59.37532
2016,ITA,Italy,270,24677,1038611,84.81335,47.6295,94.09629,61.46267
2017,ITA,Italy,249,23119,1085419,79.44516,44.63491,92.42337,62.83609
2018,ITA,Italy,237,21174,1112722,72.79187,40.92992,91.14272,63.33146
2004,JAM,Jamaica,6,126,228190,12.18837,6.971965,17.58837,36.64755
2005,JAM,Jamaica,6,123,246265,11.91136,6.7333,19.26037,35.16685
2006,JAM,Jamaica,6,124,282926,12.00369,6.692062,21.4146,36.07204
2007,JAM,Jamaica,6,125,321053,12.09603,6.656497,21.49388,36.25129
2008,JAM,Jamaica,7,129,333960,12.55771,6.821286,22.77106,33.48158
2009,JAM,Jamaica,7,124,357088,12.09603,6.479093,24.28423,33.51941
2010,JAM,Jamaica,7,119,379094,11.63435,6.137336,24.98773,32.88517
2011,JAM,Jamaica,7,118,400122,11.54201,6.002407,26.21851,32.24965
2012,JAM,Jamaica,7,118,444795,11.54201,5.907802,26.70327,33.84721
2013,JAM,Jamaica,7,113,487472,11.08033,5.578832,27.24329,34.04293
2014,JAM,Jamaica,6,104,523657,10.15697,5.036233,29.66799,33.96513
2015,JAM,Jamaica,6,107,587451,10.43398,5.106274,30.23095,35.4013
2016,JAM,Jamaica,6,107,667496,10.43398,5.047771,31.49273,37.90465
2017,JAM,Jamaica,8,140,893018,13.66574,6.557284,33.00795,47.06776
2018,JAM,Jamaica,8,154,977225,14.95845,7.134926,33.82484,48.24411
2004,JPN,Japan,132,37901,5.46E+08,104.3429,34.60584,124.3683,104.7264
2005,JPN,Japan,130,37728,5.53E+08,103.8628,34.38425,123.8998,105.532
2006,JPN,Japan,127,37521,5.60E+08,103.2867,34.11543,124.1152,106.2313
2007,JPN,Japan,126,37369,5.64E+08,102.8669,33.89886,125.1324,106.0165
2008,JPN,Japan,125,37365,5.82E+08,102.8532,33.84942,125.4496,111.7979
2009,JPN,Japan,124,37356,5.98E+08,102.8258,33.81596,132.8116,122.2121
2010,JPN,Japan,121,37406,6.12E+08,102.9406,33.81826,130.9276,122.3008
2011,JPN,Japan,120,37450,6.30E+08,103.0572,33.89982,128.5757,128.1155
2012,JPN,Japan,121,37471,6.45E+08,103.1161,33.94594,127.896,130.2975
2013,JPN,Japan,118,37411,6.71E+08,102.9433,33.90489,128.2963,133.3072
2014,JPN,Japan,117,37383,6.89E+08,102.8637,33.89142,127.4941,134.0662
2015,JPN,Japan,117,37651,7.15E+08,103.5989,34.14093,127.6515,134.6315
2016,JPN,Japan,117,37591,7.39E+08,103.4343,34.10426,127.7969,137.8985
2017,JPN,Japan,117,37464,7.84E+08,103.0859,34.02623,127.767,143.7977
2018,JPN,Japan,117,37456,8.10E+08,103.064,34.07003,127.5942,147.5132
2004,JOR,Jordan,24,601,11558,7.082956,18.22013,0,142.8558
2005,JOR,Jordan,23,609,13102,7.162285,17.77418,0,146.7951
2006,JOR,Jordan,23,606,14591,7.128286,16.97263,0,136.6792
2007,JOR,Jordan,23,637,15988,7.479601,17.01583,20.72837,131.7902
2008,JOR,Jordan,23,660,18103,7.740254,16.76785,22.70902,116.093
2009,JOR,Jordan,23,682,20298,7.940978,16.43665,23.4776,120.0187
2010,JOR,Jordan,25,734,22505,8.549223,16.77479,24.73121,119.9498
2011,JOR,Jordan,26,770,24384,8.965983,16.65313,25.04246,119.0823
2012,JOR,Jordan,26,798,24970,9.28137,16.30073,25.005,113.6784
2013,JOR,Jordan,26,820,27593,9.529173,15.85326,25.11037,115.686
2014,JOR,Jordan,25,845,30261,9.799504,15.51368,25.3925,118.964
2015,JOR,Jordan,25,869,32598,10.06984,15.25742,24.42211,122.377
2016,JOR,Jordan,25,891,32899,10.31764,15.08452,27.1225,119.8731
2017,JOR,Jordan,25,894,33198,10.35143,14.68624,27.99815,116.6951
2018,JOR,Jordan,0,0,0,0,0,0,0
2004,KAZ,Kazakhstan,35,385,1080186,0.1555728,3.726489,9.972793,18.40138
2005,KAZ,Kazakhstan,34,418,1462125,0.167426,3.952477,14.79556,19.26233
2006,KAZ,Kazakhstan,33,324,2799140,0.1322369,3.079342,19.55425,27.40566
2007,KAZ,Kazakhstan,35,352,3469257,0.1433493,3.291822,37.12019,26.99855
2008,KAZ,Kazakhstan,37,379,4216515,0.1540912,3.489467,52.29167,26.26635
2009,KAZ,Kazakhstan,38,374,5507112,0.1526095,3.364666,56.84816,32.38021
2010,KAZ,Kazakhstan,39,365,6242753,0.1496463,3.258491,61.33867,28.61611
2011,KAZ,Kazakhstan,38,378,7225123,0.1540912,3.3236,64.79422,25.58195
2012,KAZ,Kazakhstan,38,377,7782738,0.1537208,3.290532,68.60164,25.09331
2013,KAZ,Kazakhstan,38,378,9044803,0.1540912,3.2778,70.63816,25.12513
2014,KAZ,Kazakhstan,38,395,9875790,0.1603882,3.391635,72.10944,24.8912
2015,KAZ,Kazakhstan,35,346,1.39E+07,0.1411268,2.966006,71.19972,33.89217
2016,KAZ,Kazakhstan,33,349,1.56E+07,0.1414972,2.957113,74.01297,33.15013
2017,KAZ,Kazakhstan,32,333,1.52E+07,0.1352002,2.807662,74.5992,28.67107
2018,KAZ,Kazakhstan,28,298,1.56E+07,0.1207542,2.489197,84.12113,26.47414
2004,KEN,Kenya,44,493,305020,0.9435288,2.692586,1.604521,23.93573
2005,KEN,Kenya,41,491,341160,0.9347436,2.58632,1.570266,24.0979
2006,KEN,Kenya,41,527,392758,0.997997,2.678186,2.909227,21.09288
2007,KEN,Kenya,42,721,493029,1.340619,3.494403,4.634779,22.9172
2008,KEN,Kenya,43,868,593810,1.600661,4.054991,5.897764,23.91446
2009,KEN,Kenya,44,961,767660,1.765822,4.34422,7.153915,26.80669
2010,KEN,Kenya,43,1063,949070,1.943283,4.636088,8.764973,29.9454
2011,KEN,Kenya,43,1163,1158830,2.118987,4.899736,8.958472,31.10187
2012,KEN,Kenya,43,1272,1355480,2.310504,5.169886,9.360835,31.80855
2013,KEN,Kenya,43,1342,1530190,2.433496,5.264985,9.454164,32.24786
2014,KEN,Kenya,43,1443,2292198,2.610957,5.464476,9.608799,42.42731
2015,KEN,Kenya,43,1523,2485920,2.75152,5.576308,9.678419,39.55835
2016,KEN,Kenya,42,1514,2580236,2.733949,5.366116,9.159643,36.73999
2017,KEN,Kenya,42,1518,3026425,2.740978,5.217626,9.448586,37.15971
2018,KEN,Kenya,43,1505,3259484,2.719893,5.025067,9.196393,36.60292
2004,KIR,Kiribati,0,0,0,0,0,0,0
2005,KIR,Kiribati,0,0,0,0,0,0,0
2006,KIR,Kiribati,0,0,0,0,0,0,0
2007,KIR,Kiribati,0,0,0,0,0,0,0
2008,KIR,Kiribati,0,0,0,0,0,0,0
2009,KIR,Kiribati,0,0,0,0,0,0,0
2010,KIR,Kiribati,0,0,0,0,0,0,0
2011,KIR,Kiribati,1,3,31.295,4.938272,5.986411,10.47622,18.22239
2012,KIR,Kiribati,1,3,37.055,4.938272,5.848808,10.23541,20.40311
2013,KIR,Kiribati,1,3,46.557,4.938272,5.700848,14.25212,24.01657
2014,KIR,Kiribati,0,0,0,0,0,0,0
2015,KIR,Kiribati,0,0,0,0,0,0,0
2016,KIR,Kiribati,0,0,0,0,0,0,0
2017,KIR,Kiribati,0,0,0,0,0,0,0
2018,KIR,Kiribati,0,0,0,0,0,0,0
2004,KOR,"Korea, Republic of",55,6468,5.41E+08,67.37244,16.79809,208.1644,61.7244
2005,KOR,"Korea, Republic of",55,6724,5.62E+08,69.99484,17.33251,212.1424,61.0945
2006,KOR,"Korea, Republic of",53,6998,5.93E+08,72.78076,17.82449,218.2445,61.35476
2007,KOR,"Korea, Republic of",53,7273,5.93E+08,75.58811,18.30856,234.2376,56.8576
2008,KOR,"Korea, Republic of",55,7536,6.75E+08,78.2658,18.69918,241.8281,61.13259
2009,KOR,"Korea, Republic of",54,7422,7.51E+08,77.02452,18.19447,247.1221,65.23119
2010,KOR,"Korea, Republic of",54,7504,8.74E+08,77.7572,18.17917,265.3754,69.06544
2011,KOR,"Korea, Republic of",55,7623,9.48E+08,78.9999,18.22317,281.2677,71.1199
2012,KOR,"Korea, Republic of",56,7747,9.90E+08,80.18703,18.31432,288.4758,71.89141
2013,KOR,"Korea, Republic of",57,7701,1.01E+09,79.62967,18.02381,288.6319,70.63477
2014,KOR,"Korea, Republic of",56,7433,1.08E+09,76.86544,17.20643,280.9664,72.71101
2015,KOR,"Korea, Republic of",55,7313,1.16E+09,75.61188,16.77538,276.2746,74.40123
2016,KOR,"Korea, Republic of",58,7136,1.24E+09,73.79294,16.25747,271.8754,75.58681
2017,KOR,"Korea, Republic of",56,6824,1.31E+09,70.57206,15.44958,272.8198,75.44842
2018,KOR,"Korea, Republic of",56,0,1.39E+09,0,0,0,78.2703
2004,UVK,"Kosovo, Republic of",7,304,694.5326,28.56618,24.32926,0,24.27841
2005,UVK,"Kosovo, Republic of",7,304,836.66,28.56618,24.31275,7.973955,28.40469
2006,UVK,"Kosovo, Republic of",6,305,924.28,28.56618,24.11825,8.995874,30.14317
2007,UVK,"Kosovo, Republic of",8,303,1143.08,28.56618,23.92529,11.92418,33.60419
